CommitID,Commit Message
78a7ecad808ff22b091ea9388bc8fed2056b4ee8,#JC-1188 Complexity of fillLastReadPosts was decreased.
78e3d78f13944e634694511b15ebde749a6faff4,SAK-11245 http://jira.sakaiproject.org/jira/browse/SAK-11245 Fixed the merge operations that were increasing the size of the index under certain circumstances.
790f5584de364bb46e132335abc9c81b06ca9b60,"SONARPLUGINS-127 Create a Sonar Jira Plugin reverted to sonr depency 1.10 deleted priorities metrics, replaced by a simple metric containg priorities with size in the text value added a issues_url metric"
79138be2e1e3d1a901878158b89f588e885b6489,pool: Refactor handling of replica size in the repository
795a090988daf5c8697a4ba886e9de53d6fe7ff5,"AS7-566 support for pluggable JPA providers, restructure jpa into separate modules, moved Hibernate4 integration into its own module, started decoupling references to Hibernate4, we now have separate JPA core/SPI/Hibernate3/Hibernate4 modules, support for one persistence provider and adaptor per app deployment, use the packaged persistence provider and adaptor, module org.jboss.as.jpa.hibernate3 added, added META-INF/services, can deploy hibernate3 with test app, Add reference to not yet created org.hibernate3 module (so applications can share the hibernate3 module),  adapter class init fix"
797488a6774a64117fccaf4e346cc1882b066c41,Removing Integer.MAX column size limit. (#3743)
7993156c0ccf209b0c371c1c7cfd805ea721c6f3,TEZ-3739. Fair CartesianProduct doesn't works well with huge difference in output size (zhiyuany)
799ccf4965780c4bb36a52a67cdf8b43b499285f,Reduce PoolV4's coupling to AbstractCell and CellAdapter.
79a72030b67866aae979ae855c9c3034c1f4048f,Initial implementation of template inheritance
79ccb961ca8ca1b11527662b4b8e83b2fc803a04,"Bugzilla Bug 175767 bubble charts too small in some cases. Add 20% margin area to display bubbles according to bubble size and min/max when computing scale. If bubble is out of bound because of specified min/max, to clip the bubbles. Refactor the logic of outside data check. Fix a minor bug in scale UI."
79f1855129d0a03548291ad5076031a0313cab9e,increase coverage slightly by reducing complexity in the BSlot.
7a2757b0972d5822c582e6eb6b0fcc864be423e5,Added ability to scale event row size and icon size independently in StackedTimePlot2D and EventPlotInfo.
7abe57f12d2661de46049dae2f9539fe5c5d6c8b,Turn off forced_load_balancing by default. Add option to limit the size of printed confusion matrices in JSON/GUI. Add some Javadoc comments.
7ae75535efbb7a95ac62cfa1d0ccb626cc23e8c7,Change Stopwatch to use delegation instead of inheritance.
7af2fc2081304b5b13959491af2fac5454a126fb," * Rewrites InstanceTemplate as NewInstance, strictly from docs.  * Rewrites Metadata to have the same shape as in json, avoid really complicated json parser.  * Rewrites GoogleComputeEngineServiceAdapter.createNodeWithGroupEncodedIntoName to use less network requests.  * Removes untested aspects of TemplateOptions, except additional disks.  * Removes complexity around location by using aggregate apis, which removes custom location module  * Switches to uris as ids, which removes the InstanceInZone and MachineTypeInZone class  * Stop using metadata to temporarily store jclouds image id as it is reachable via disks[0].source -> disk.sourceImage  * Starts using MWS, which makes it possible to read the offline tests for compute service  * Reduces newlines needed in tests by switching mock project name to ""party"""
7afccb7645ed184807554d917f303d122d11f85e,Bug 140226 - [PopupDialog] Separate persisting of bounds and location <rename parameters so that bounds never refers to size only>
7b3bddc8d5c27ebfe1efbcb390ebdc4dec7b81bb,Fix light bean setters via bean abstraction
7b4b87e77c2311a20926cdec30f53d06c8590d4f,"Not quite finished.. still have lots of optimization to do, and need to finish properly implementing the refcnt stuff for Storage so max size is properly implemented"
7b5ba32a6a81703afc2d5837f5c92c336ec1aa6a,"There is no border around floating toolbars anymore, they are no longer resizeable, the size is always the preferred size of the Dockables (even if that size changes)."
7b6d7d59bdd77820059b69ae81febf8b24091368,- Long name (>15 chars) support - Added Bukkit Persistence Reimplemented by LennardF1989 - Made the plugin faster - Deleted unnecessary files (.jar size went down by 10 KB) - Added final and private keywords - Support for Bukkit's built-in permissions - Updated to newest Bukkit's standard (getFace -> getRelative)
7ba4c2c0bf5cbcad3177e8306b95b651473ceac3,bug #4760 :  Generalize in one single point the generation of the error message for file size limit exceed. Fix the maximum file size computation in Mo
7babff3d45363d4fa7c7af416453435a84397562,moved megabyte size to Constants
7bc219ff316863916acbf6a43602c345bffa392b,"updated Typeahead request to run faster when there are many (non-user) keys in K/V store:    1) global keys are now fetch using new task, which uses faster lower-level interface to K/V store and fetches keys and information about keys locally as the result of the task rather then invoking TaskSendKey for each user key.    2) user keys (+ their type and size info) are now cached locally in separate cache which is updated only once in a while."
7beab43625201912c188bc67ea9e5dd6e7b2a164,Improved inheritance trees.
7bfbb6a3c9af4b0e2853b5ea2580a05bb471211b,HBASE-14869 Better request latency and size histograms. (Vikas Vishwakarma and Lars Hofhansl)
7c3da87ee6fe5cc4b26d049c0bb1e38e884d1b0b,Reduce complexity
7c3fc6f6d80e5ec92a9d83c85e8a07da526e269a,[models] Fix button size on AdvisorPreferencePage.
7c7fffc71c4c2546c8e5aacb933bea9fd1c8ffa7,"[MRM-1293] introduce repository statistics as a new plugin that operates over the metadata repository. Currently a work in progress - repository size statistics are not stored, and only the scanner and scheduler have been hooked in (meaning reports will be out of date)"
7c808f10097987f2addc1bd1b20a2da6da88c69a,CAY-954 EJBQL Query: Support for single table inheritance (refactoring -> implementing a stack of the marker buffers)
7cbf0baaed7a78fdea51a14fa047deb0aa05571a,HSEARCH-2581 Add an abstraction layer over ES responses
7cd2c9144d35913144fb49a88d84e62e79bad452,Abstraction for vectors and matrices
7cf57c2495bd16c2e7056c0ff47fc962a8ff432f,SONAR-5700 New logging API to remove coupling on SLF4J
7d07222f00c581dce91cc4a8753350608071597a,Fixed inheritance;
7d28cc6a30283bc4bb81ead9357f47dfb6d86577,Split regions properly when KmerSizeEvaluator not used.  Improved validation around kmer size specification.
7d2c8aaf4ab7e67c6d035c58bf81ee92c92269a8,simplify impl inheritance
7d35400595f413f2428d2c3e7b6bba20d9752017,"#182 Moved lossless support classes to main package for better encapsulation, sorted out license issues."
7d558c7d93db588a7507571279652006467559a3,Combined mkdirs and autoCreatePath in file system abstraction.
7d5ec581146ace44efb85ef4cfd94296e0da03aa,SONAR-5007 prepare medium tests for inheritance of profiles
7d62b1206d6559df69e8d652c73ddd89654eec80,First set of changes to make size check dynamically possible
7d65d2a7c44756ebaba3163296efd013536fa0a4,"Fix various code issues as detected by Sonar Mostly minor changes: - Add deprecated javadoc tag on deprecated members - Reduce duplication (FlatFile, BackupService, ...) - Make methods static - Reduce size of anonymous classes - Replace name with displayName in PermissionsSystemType (avoids confusing with Enum name()) - Tabs to spaces - Merge if statements"
7d69240e324cb5c2bef71a25dc88fbead1697308,Fixes #335 by way of introducing an LRU VertexCache. Added configuration option tx-cache-size to make its size configurable on a per transaction basis. Greatly refactored the PerformanceTest Case to verify that the LRU cache indeed solves the running out of memory problem as well as test for other memory leaks.
7d75e747e0065c9e58aa2e383b60af6b764460c4,Payment channels: Fix a dumb bug that caused the negotiated channel size to be wrong. Add a test.
7d865b7eb378b9dbfa2a949696cc1ff2b1b1e8ef,Make non-classification inheritance make sense.
7d90cd3f6f0ec2493589d91d3ff616fdf6287d49,Moved all ArrayList tests to test classes corresponding to their place in the inheritance hierarchy.
7d9f8e893cb26bcfa73e88d2fa40cb6d24eebef9,Create an abstraction level of rivers
7db0d1a43bf3755ba38d81c2905a8f9c10f02978,Resolve #6 -- restrict sample size to 2 for boolean theory parms
7dbbd0ca688df87f268b9f78947c3ec5436690ac,OGM-945 Using batch loading if the dialect supports multi-id-get but no batch size has been given explicitly
7dd84fd56c08a5751b956cc52c207c42696ce3f3,"Update dimension size and keep existing unit when resizing table, table column, table row and xtab cell. Other report items are supported in previous change."
7e4e1158e7e2bf84e508cd1d76fccf933a97c2db,"More refactoring trying to unify reader/writer side property abstractions a bit, for code reuse, consistency"
7e4f4ead03c8e5295a446b2fed659edfd4a0f88c,manage default and inheritance after loading all skilltreefiles
7e6155b5e6f5b992de216f97dd1be874ab6e1712,Reduced NPath and cyclomatic complexity of PropertyBindingSupport.java
7f00d63aa8500a6732fe1467dc4e03b4d7348f13,"cleanup in workflow module. (packages, abstraction) also registration of workflow servlets. Now requires restart."
7f08a4925874da4b807aa0df4534c3bead58f7ef,SLICE-47 injector hierarchy based on module configuration inheritance
7f0ccd90283543b48012013502bbc2ffd906ea45,"Refactor location addressing code.  - page size is parametrizable, increased to 4 KB  - location stored in 6 bytes  - fixed concurrent modification exception in cache  - synchronization for MRU cache"
7f1166070d36684bc00eba306494b41600a83949,Caching. Per-user (permissions/inheritance/prefix/suffix) caching implemented. Regular expressions are now cached too.
7f132d54e632d2eb1ee6671b110bcf3aa6f12623,"Further decoupling of rendering classes:  - abstract Renderer is extended by SimpleRenderer and    MultiResolutionRenderer  - made InteractiveDisplayCanvas an interface (implemented by    InteractiveDisplayCanvasComponent)  - split RenderTarget from InteractiveDisplayCanvas, so Renderer doesn't    have to know about InteractiveDisplayCanvas  - BufferedImageOverlayRenderer is a RenderTarget and OverlayRenderer,    everything is painted through OverlayRenderers"
7f32193cb83dbab432a33f409d31930558ad795c,Major refactoring to loosen coupling between weatherstations and parsers
7f417e87da144cbae990aeb3723923da429eca8b,"MONDRIAN: Addition to changelist 8977(Formatting Inheritance). Added more tests, refactored code and added comments."
7f562e716af1ee2ec2f5fa0e5d156d4dd3e357ea,"decrement jar size & improved perfomance, decrement new SoftReference"
7f6cd599598199667f104c402abc9a5e523e17b7,ruby composition stuff
7f80425b6a0af9bdfef12c8a873676e39e0a04a6,refactoring of GraphHopperStorage: use composition instead of inheritance
7fca4474bb1052bfb3372c1b5ff85d220a9c1188,implemented and tested first sketch of buffer size optimization
8017fd279ec12036c29fc52391a4b772d698149e,"added new searches for beans by property name and child beans by parent name; removed ""include subtypes"" options due to complexity / performance; refs #8"
80554ac4be046afaac167a309e94c7c5f3cf3405,SONAR-1722 increase the size of RULES_PROFILES.PARENT_NAME (same as NAME) + change the type of ACTIVE_RULES.INHERITANCE
80b125a4e37d936d509002296b10902344e01649,"added getSize, incrSize and resetSize methods in Input.java for getting size of deserialized data to Unpacker objects"
80cb168a1d6b656edf03a94b716042dbe01cbbc4,Initial implementation for DBBAckedQueue abstraction
8108c000382a2a0dcc8a7fc2db4f3be62f0a45ba,Op composition working except for the second opcall PO on op;asgn;op.
811df72ee83244a1d4740a7a4cc40b46bff8dfc6,"logging, stubs for abstractions classes"
8122880301bdf2ca72f76c0a5cf127a0e57613dd,TEIID-2428 avoiding setting the fetch size for sybase
813f0c59d9a59de98e3a406c6c73928cc2b88eaf,STS-3102: added additional optimization to the algorithm to lookup cached items in the inheritance graph first
815fa2f59b24a304f2d2cf3342be86b413bb7582,Further abstraction of the Capsd SNMP classes.
81b9c371fc7cedcd5a59d24c71a074d34fd556fa,[cleanup] Big cleanup on Extension Manager API * add javadoc * improve codestyle Only three remaining classes not fully following checkstyle (mostly fanout complexity issues)
81ba55d9a522df31307207713145876ebe4c1b87,"Configurable amount of logical logs to keep, by for example number of days or size on disk. keep_logical_logs configuration is extended to support values such as: ""10 days"", ""200M size"" a.s.o. Regardless of configuration there will always be at least the latest non-empty logical log left."
81be5824fc8338e77416ec3b21a76330cc476ccb,functional decomposition for DataForm flexibility
820c5c650bff9de8904b9d6d91fbed82cbfba617,Total rewriting of the memory management of MVRB-Tree: - entrypoints now it's a TreeMap of all the nodes in memory - during optimize()  the entrypoints map is reduced to the config size - fixed a couple of bugs - registered much less memory used and all the operations are now much faster!
821815d926b1b681a2a2800e3bd3fc944ee082c1,Bug 432265 - Support manifest inheritance and global properties for Cloud Foundry Deployment - Manifest inheritance support
82570f1f8eef78e291eae3e86388651607e3d568,Using abstraction to access NMS code
8260edaaf619dc5780988f9a14f5b0edd88c7b86,added a getQT() method to QRDecomposition interface compute Q by transposing QT rather than the other way round for efficiency JIRA: MATH-223
826b9436fbba39ce78650680c71425bc8547cd39,"HBASE-17605 Changes - Moved locks out of MasterProcedureScheduler#Queue. One Queue object is used for each namespace/table, which aren't more than 100. So we don't need complexity arising from all functionalities being in one place. SchemaLocking now owns locks and locking implementaion has been moved to procedure2 package. - Removed NamespaceQueue because it wasn't being used as Queue (add,peek,poll,etc functions threw UnsupportedOperationException). It's was only used for locks on namespaces. Now that locks have been moved out of Queue class, it's not needed anymore. - Remoed RegionEvent which was there only for locking on regions. Tables/namespaces used locking from Queue class and regions couldn't (there are no separate proc queue at region level), hence the redundance. Now that locking is separate, we can use the same for regions too. - Removed QueueInterface class. No declarations, except one implementaion, which makes the point of having an interface moot. - Removed QueueImpl, which was the only concrete implementation of abstract Queue class. Moved functions to Queue class itself to avoid unnecessary level in inheritance hierarchy. - Removed ProcedureEventQueue class which was just a wrapper around ArrayDeque class. But we now have ProcedureWaitQueue as 'Type class'. - Encapsulated table priority related stuff in a single class. - Removed some unused functions. Change-Id: I6a60424cb41e280bc111703053aa179d9071ba17"
82743612758ed18b4453ed4f58431aa7db34cb26,Major refactor of column and EntityFacade logic.  Added both caching as well as encapsulation for various field types.
828bb147721e026caaf855d33dcb767ecc5f2c33,XRENDERING-192: Reduce xdom+xml/current markup size * move simple parameters to attributes
82d0727c398a62a5c93c51ffc2eafebeadeb3711,Added InputQueue initial size feature support.
82d22b371b05250032b62d14a02e7e285cf4d6f1,artificially reducing complexity
82e1c89bf61d30859e4f3d9f4cb951ecc0419168,Add new unique color and size transformers for labels
83185f2558f764cf60b137a2e2eeda47d366a17f,Initial implementation of ROP refactoring decoupling Hessian from connectivity layer and introducing pluggable serialization and connectivity layers.
832038bb52946598470291abda04f1463c36c863,"Fix for an issue with creating relationships on a node which hasn't got its relationship chain loaded and then in that tx getRelationships. It wouldonly return one grab size of committed relationships plus those added in that tx, no other."
834fb47bce0bd9863c1a96c375bedc806657aa5f,"Throttle writers if mem-table reach 3/4 of size limit while snapshot is being flushed, and block writers if mem-table reach size limit until snapshot cleared."
835b82274cd57fdc0728b9744803fe983f33f685,Better abstractioness
83efe306fdce960129a05052e2580a601dfae1ef,"HTTPCLIENT-975: added CacheConfig settings to provide more detailed control over the background revalidation thread pool, and enabled the stale-while-revalidate feature by default with a single worker thread and a max queue size of 100 pending revalidations, which should be a pretty safe setting."
843c62f6b96ca47f927c8d596c14566df22f129c,BookKeeper Client: Read Last Add Confirmed and Entry Error handling - Empty responses (no update to last add confirmed within the long poll timeout) should send a success code with an empty entry - so as to differentiate from requests that fail with errors - sendNextRead should treat a request as having failed only if there are no outstanding reads; thereby ensuring that the last read is the one that makes the final determination if the complete request has failed - sendNextRead should use ensemble size for read last add confirmed and entry
8457555378de83735c43d31d7a14b872bffbd4fe,refactored to remove Classifier factory pattern and allow for model polymorphism
84c3c4c71a7fadb52b7214b9514f5227835c2cac,SONAR-9148 fix partition size for large inputs in MySQL
84ce2f3f4ad35dcdcd82c568268213c578887358,Cleaned up the inheritance tests.
850f149c172bfe07f453a2c259d49d52b7187c2f,Refactor retrieve() to keep a consistent level of abstraction throughout. This will allow us to break down our test a bit.
857d0c22ee784c9cfc9ef10cb49425832f55f86d,UI Fixes. Small bits of refactoring to aid decoupling of some classes.
857d70496e63682902c2e6e0e32281001bbee1ac,"restructure the vertex/edge class hierarchy, improving encapsulation"
85877295a7db169742f56bc6c44b883267923cf7,SONAR-6000 Try to decrease size of duplications in persistit
85b2cc88ebd0fb63ab96b8fb1a67d7de9d638847,"- Split sending of JOIN-RSPs from GMS.castViewChange() to sendJoinResponses() - Changed Draw to marshall into a smaller payload - Changed merge policy in Draw - Added DeltaView and size test GMS.prev_views now contains a stringified rep of the view rather than the view itself, this uses less memory - Sending VIEW changes as DeltaViews (https://issues.jboss.org/browse/JGRP-1354) - A new coordinator sends the first view as *full view*"
85ca1a421d6490c4f5676d85efafeb112ac375ee,Bugzilla ? Bug 236742 Preview <blockquote> tag in PDF and PPT fails with NullPointerException Bugzilla ? Bug 236822 Output attached report to pdf with actual size lost content[1200] Bugzilla ? Bug 236351 [Automation][Regression]Text is messed and out of grid when previewing report as PDF
85eb3c3a48c3e3201e4cef3f3fb7edf086dfd772,"In ReferenceCamera#transformImage, adjust the size of the image before rotating so that the full rotated image will fit in the new frame. Fixes #228"
862ebbe70516ea8a59c00f2fb95240e6f89ee43d,ACCUMULO-580 roll back changes to add batch size to batch scanner
868393bfe2082eef71166d5708521385ebc21153,Added a factory for Decomposition
868e9842700fba3c9ad1dff51d8c4851a3d0350d,Reduced NPath complexity of JavaInstallationsRepository.
86999b4b37869de6c7b5483d50ce682d7e9e3a1d,KS-436:Lack of size unit of many attachments when viewing Entry
86b1927c711b69982872e13db84503c822cdfc05,Fix encapsulation/safety issues from direct store of array arguments
86c5e3c4b28c2668dc227b7a7e13b2ea9dcff19c,[KARAF-2793] Remove tight coupling from bundle/core and kar/core to pax-url-aether
86d1dff2a75a1e9b4b30cf78e822d482caf838c2,Adding a SecureTransport interface and removing many of the leaky abstractions in the transport package.
86d91930047e4d2af72fe83318c41fb3b0c8afb8,EST-76: some more decoupling
86dd2708d021e6afca8351bd69186214e92127a3,BookKeeper: Configurable retry pool size for ZK Client - Allow the client to specify the number of threads to use in the retry executor - Associate specific names with the thread for easy identification
874886319180ef74f6cda7505729d82a057a31ee,More work on abstraction.
874a54819754124b6c8ffcecd47ed292bf00bd24,request reporters to their own package + page size and quick search are in one row now
879e5da9a2fd5bfa7940e8d8ef6148f90e575774,#135:  Documentation InheritanceVariantContext
87b4f5a43edc1c9d0d2dd273bf0e62f71ab28fd5,EPD-204: Restrict size of Route Request Window to fit within one monitor
87c300ca736a333ff0c9605a29abdaeb71ff63f0,Some Refactoring for better CatalogSpatialComponents Encapsulation TODO : Add Logic to manage binding with AreaInfo Bean
87f0d120912ffbc4194a01f91d4703a0eb87ecb0,"Port functionality from B2009_03_26_HBasePersistence to trunk:  * OID generation that does not depend on OJB (not yet enabled, but ready to use)  * Add ownerObj and slotName attributes to VBox  * Make all VBoxes serializable, including arbitrary composition of value types (still not implemented for SQL)"
880336975d9957008ebb774043430049cdd3a3df,SONAR-9803 remove bad coupling of processes on sonar-plugin-api
880b413b241152807ee098aaecff559d9d979cc4,Add a TransactionBroadcaster abstraction to PeerGroup.
8865a842c6990c8c63d580fc4289551bd12be171,cleanup vfs service (exposing methods that are only needed by client side ) + adapted to use kie-commons-io (new abstraction layer on top of nio2)
888ddb036dd60c074c2035aac6b4a38c78444484,Restructuring and abstraction
88a64c1503c9a685b5ab6c58ade417f6d26301a0,"Added a layer of abstraction, to make it easier to insert a new ScriptEngine"
88a6dbff3be52d0c7bbf2c6d42b34a6864d1a121,#JC-261 Replace string page size with an int value
88bcd69afc02d36a0d02d941985f505c1bee062b,SONARJAVA-2113 Feed cognititve complexity metric (#1385)
88decf8067e7bac16e1343d645bdeef478193c85,Refactored the listener to a top-level abstraction
88e89a138aa39f50f7642106cde6568f6e07783f,Changed implementation of module name resolution from inheritance to delegation approach
88e97a9b8f92d4928ef5a437d3b9432514fe9db9,added abstraction for calls provider;
88eb0518ce86240e43d99b82343b7d65555505f2,Reworked controllers and components to use an interface/basic system. This was to solve inheritance issues.
88f12f574eb5d626de74b48ee9dfa2214d80e27b,Fixed an issue that prevented the HA management bean from being loaded. Fidex an issue that prevented the discovery of how to connect to the management beans of an instance in a HA cluster. Added an abstraction for running test services in a sub process.
88f4364be160539e15df4978028e1c97db3defe3,"working on abstraction of XML Elements and Attributes, "
88f8d34ffdde2f428714d263d01399365db1a7b1,Starting to adjust some of the ops implementations (and associated classes) to use mutators and to use graph composition more heavily.
8918854ac8abc7fb5131309edeec26a879f7e789,Use info collected by inheritance algo to update ES index
8929a75f59cf45ac3d8a4e78129c2a9f883bd49f,WELD-1238 CDI-18 Better abstraction over enabled classes/stereotyopes
894ae4c1c27047a88d8d02af609eb1ab239b6f7c,Changes to store queue size independently as an O(1) lookup - uses some memory.
895a611631ee6550665291fb3d3f3383d8da4577,refactored and fixed Principal/Person/User inheritance fixed CRUD UI made auto-creation of users after authentication optional and configurable
89695848f67f0dbc45ebfaf950128ca449fc3761,Various refactoring for easier testing and better encapsulation
89735caeae2480459fbf02eb56bdd551fab5c258,HIVE-2185. extend table statistics to store the size of uncompressed data (+extend interfaces for collecting other types of statistics) (Tomasz Nykiel via Ning Zhang)
89bbfc48ee3b2363197ddafea31797e785eb8dfa,"#723 Create provider for TimeoutTask and MessageTask, remove LimboCache#getInstance - Create class to handle the creation of ""LimboPlayer tasks"" (adds encapsulation, reduces duplication) - Move group setting into its own class because (mutual dependency between LimboCache and PermissionsManager otherwise)"
89c0b4502364cbd2b605dc04b77416cc25dc94e7,"Renamed file upload method. Replaced .equals with != null. Removed size check, this is done by molgenis."
89c769d2b5a02f77fcb070cc730eb5d66f7fadfa,further route table abstraction
8a1dcd7e6c1befeb6f0fc38695cf24072570b2a5,"HIVE-15178 : ORC stripe merge may produce many MR jobs and no merge if split size is small (Sergey Shelukhin, reviewed by Prasanth Jayachandran)"
8a5e9693d9dcf914cc4ac42c93c2cb24245295e0,Fix critical issues detected by a SonarQube analysis. Split The authentication in AuthenticationServlet into several chunks of code in order to dial down the complexity of the code
8a6e3fc8fefd8a2b8e32d700e3ee5d2826e1600c,adjusting the abstraction
8a6f6d4d4f1082631e72488b4a4fc18c62c6d0c6,Add parent pom for common dependency inheritance  - Cleared or moved some unused static properties from SingleService to SingleDao  - Added README
8a76ebab2314a46c11ee542abfc430dd8d086ada,CAY-795 Horizontal inheritance
8a7c2f97d06df698bd8086ece4a9ade83273dd20,Correct distribution of allowed delta size along chain length
8a84d907a0351ee32ccea071fe21bfad7cf6dd7d,abstraction of new hot deployment thread
8a8de4d7292f01434c113cfe178e308dcf7aac7b,SONARPHP-504 Migrate FunctionComplexityCheck
8a9363e722baf0826d7f701ae7e9f7583c032f4f,WELD-1636 @WithAnnotations resolution does not consider scope inheritance rules
8ab0f3181e749fcc695f5380e0aad2fb358b64f9,TEIID-4557 TEIID-2465 refining size limitation and adding a session limit
8acef237caaf5b98497b35d104f2ab2cc2cbcb31,A bit more abstraction. And make the stuff we write to stdout be a bit nicer as a progress gauge.
8ad2029e1c75c05120bbfafa3531b00d478331b1,"clean audit code, comment and allow inheritance for Auditable annotation"
8ad5ba0c2609c82552399d9ee922a792a1214025,Enhance field manager to account for polymorphism when getting a field from a ceiling class
8ada190ba82029618360bea3849791fda9353ba7,"Done many changes, including creation of a KeyboardListener and setting app size in java"
8addb072a5192c7caf6b404b0c3015c48e83d0b1,Refactored transactional observer code for better encapsulation and runtime performance.
8ae9cf78b832132f32cb900beebafc907e457de6,HSEARCH-2764 Limit the size of Elasticsearch work queues
8bb266decfa2dedceeae10fa4dd2786388b60a6b,Bug 379568: Refactoring of DSF-GDB JUnit tests to use inheritance.
8c14b4293b2edf428ed9de1584258055296869e4,"Add composition of configuration factories: Programmatic Configuration, System Properties, Environment Variables, Properties File, @FluentConfiguration annotation, Default Configuration."
8c196f9368378c63e215a88df9ea00113ac4aab1,Move metadata size validation to RawTableMaster
8c3ef6cadb46d9694c68aa649a7952eb1612279f,[AMQ-6815] have checkpoint validate status of async writes to avoid stale metadata and validate location size on read to avoid potential oom on restart
8c5928cddb1970726d81c6ed66a4c4baf498cf4e,EST-76: more on decoupling (InvoiceProvenance)
8c95c1aba09b5cbbd7cac6561649fbe0eebf7659,"[PLAT-3191] Refactor the ViewComputationJob class into SingleThreadViewComputationJob, preventing an abstraction to ViewProcessImpl that allows other execution semantics."
8c9f136f9dc0e98439f91d8e42769e712fdfba37,moved getSampleSizes into a overridable method to help in places where getting all samples and asking each sample for it's size costs performance added tons of javadoc
8cb415a4b9bc1f82127ccce4a5579d433f4e8f83,[SPARK-9451] [SQL] Support entries larger than default page size in BytesToBytesMap & integrate with ShuffleMemoryManager
8cb5c36512e6355d379f533d75d2bef63d0de6bd,Consolidate tests related to @Config inheritance
8cdc25e5bcfc415f30f435e93f664685716ea75d,some more wizard abstractions
8d1a9647f52aba518c960931376988bc03b06845,add Geocoding service abstraction
8d3560cbd59490b0a7a712f67865b405a25ae012,o Moving all documentation to docbook.   - Produces single and multi page HTML documents in addition to a PDF. o Cleaning up how the parameters are passed to the UnixPackage.   Reduced complexity significantly as the entire initialization is split into    two different phases and not a bunch of methods. Should make it easier to    follow the logic in the packages too. o Moving version calculation from the ControlFile and SpecFile to the    Maven integration code. Moved CF and SF to their respective artifacts   as they now don't depend on any Maven code and in addition model the   actual file types closer.
8d4211349caaa5c178cbe7f3cac4e4e67b8027f8,added support for generation of ueber certs  - and increased checkstyle parameter list size to 24
8d46bb66622dea0fd0cc41ee84e7d3f7b5d6230f,More work on abstraction.
8d6fc792ad37f275fe5b68684cc2e9d16c21cc17,Remove unecessary complexity in cli module
8d994cb561999e81e8529f47beefa12dd5066f65,Added file size restriction to file upload [#155 state:fixed responsible:none]
8daf4f4217df8a886c152846c227cea19d8564f9,Modify model and gui inheritance
8dd3e32882dff8a3e12eff654ff7c619656ee4d5,"Some refactoring of inherited index behavior.  Fields now get the indexed default state from their declaring class, not from the final class in the inheritance chain."
8deeaa4b9ee0c71ef00e316d174b10802ad6e021,"Add support for reading/writing binary content to Directory abstraction, as well as copying files between directories. This is required by the offline generator so it can copy resources such as images."
8deeb0fc9b1fdd5131f4e3188422989900c81039,Move cartesian coordinates abstraction down to GeoScorer level
8e1c2a6b753ea2201303730113656c621ba1c03f,"merge [#3167]  - restrict size of multi-element ""finder"" queries - also improved input validation for BigDecimal"
8e3a242dc7456285910f4c4354dbd31894cb3bac,"Updated Grammar for matching JsonArray to be left-associative rather than right-associative. Gson can now parse arrays of size over 11MB instead of 80KB which was the prior limit. Thanks for the tip, kenotron."
8e7d332ddea2f799b80d076eca88e6e1ed09f59e,Local hash table abstraction was added.
8eb6466487d0f363939da41eddd715fa1348ddc9,revert buffer size and add back rowFlushBoundary
8eb947429de928f3419c2e56cf6a6a22d599e45a,"Created builder java classes for Suggest and SuggestRefresh - New SuggestRequestBuilder and SuggestRefreshRequestBuilder classes - Refactoring of all request and response classes - The term, field, similarity and size fields are not part of the query source anymore, but own fields"
8eebcad388fe024e109e8dfe5d1cdf4e7f120e60,Created a SqlType which was a better external abstraction of the SQL Types integers.  Much easier implementations now.
8eef74cf0dd1ccf8840bd905209d114d948dfda2,"bind the contentType, size and name of the fileItem"
8efe6f7f7f1ad391bd9b7689eb8fd36c7eda0dd9,HIVE-14367 : Estimated size for constant nulls is 0 (Ashutosh Chauhan via Jesus Camacho Rodriguez)
8f18396e858587ce2ebdf2f8a0f70c7458a0b353,changed properties initialization order: properties are parsed in main entry point. Added init window size to default properties.
8f23ce734c678d9ab6c9cf05203ee36c5ef5fef2,[issue:0002523] prepare decoupling of SWMM & ETA: Model Manager updated
8f28d493a2f64a16dccaebbe5dfe36672b26e021,"[HER-1827] Have Frontier report include top X longest queues * Histotable.java     expose static method useful for frequency-reporting * TopNSet.java, TopNSet.java     improve handling of case where updates may decrease frequency counts     add convenience methods for common needs * WorkQueueFrontier.java     replace single longestActiveQueue with largestQueues TopNSet, of configurable size     make max-queues-to-report-per-category configurable     "
8f43033e64134d4ae6539f53219db1a5fa0db869,adding valiation to Jaxb. Replacing strings with statics. correcting the composition of the specicmeasures xml
8f43b4449b2d7cde2876bc06b1621c6330af0bc7,[cleanup] Big cleanup on Extension Manager API * add javadoc * improve codestyle Only three remaining classes not fully following checkstyle (mostly fanout complexity issues)
8f79e886c91b5f6e208826ec11d4b5baf2f7357f,Fixed group checking for users. Now it's checking inheritance too.
8fa017822aedda6928f7886a20832c9dc225d11e,Decreased complexity
8fea1d2a9c8bb7f204e904fbcee809b4445eed85,ctf: Reduce complexity of CTFTrace#openStreamInput
9089c257efad5644f9402a01128eff9b46d0ff51,UI:  - new page 'Settings'  - new widget for displaying settings grouped into sections with check dependencies between parameters  - new toolbar for buttons (removed YUI buttons)  - updated Bootstrap from v2.3.2 to v3.0.0  - support for popup notification messages in widgets  - fixed errors during resizing of layout  - decreased font size to 12px for all elements on page
